	step01	frequency_step1
3035	Máriás Zoltán művészeti író	2
3036	Szabó Judit Erzsébet	6
3037	Csuja Bence	2
3038	Majoros Zita	4
3039	Bolgár Eszter	5
3040	Gallery by Night 2000	1
3041	Németh Kristián	1
3042	Nagy László	3
3043	Henri Nouveau	2
3044	Eseménysorozat esténként!	2
3045	Haraszti Endre	2
3046	Orbán György	63
3047	Friederike Steinmann	4
3048	Derenycsényi István	2
3049	Ligetfalvi Gergely esztéta	1
3050	Jóföldi Laura	2
3051	Edgar Bąk	1
3052	Haszon Ákos	3
3053	Szabó Imola Júlianna	2
3054	Helmut Newton	2
3055	Esterházy Marcell	93
3056	Ilkka Halso	2
3057	Strabag Építő Zrt. igazgatósági tag	2
3058	Agnieszka Jankowska-Marzec	2
3059	Neša	1
3060	az U_35 plakátpályázat nyertesei	2
3061	Szuts Miklós	2
3062	Finisszázs	2
3063	Bob Bonies	9
3064	Magyar Dóra	2
3065	Gáti Anna a Willbe design enteriőrtervezője  Krea oktató	1
3066	Toni Franovic festőművész	1
3067	kiállítás cseh	3
3068	államtitkár	2
3069	John Tiney (Uk)	2
3070	Kiállítási és Tudományos Főosztály főosztályvezetője	1
3071	Petőfi Irodalmi Múzeum	2
3072	Dejan Habicht & Tanja La¾etiæ	1
3073	Kisképző	2
3074	Tnpu (St.TURBA Tamás)	1
3075	Mke festőszak  Révész László László osztálya	1
3076	Joó Julianna	2
3077	Marinka Zsuzsanna Alexandrovna	2
3078	Fajgerné Dudás Andrea Julia	2
3079	Bernd Kirschner	1
3080	Krenner István	2
3081	Kiss Miklós - Szigeti Csongor Gábor	2
3082	Szabó Róbert Csaba	2
3083	He­ge­düs Éva	2
3084	A Tallinni Fotóhónap kiállítása	2
3085	Nicola Perscheid	1
3086	Pölte Lívia	3
3087	Szabó Tekla Katalin	2
3088	Rejka Erika	4
3089	Beöthy Balázs képzőművész	4
3090	Paál Gergely	2
3091	Szilárdi Béla festőművész	2
3092	Julien Bihan	4
3093	Timár Katalin és Horányi Attila	2
3094	Bruno Baptistelli	11
3095	Sallai Géza	7
3096	Tranker Kara	2
3097	Kovács Renáta kairói magyar kulturális tanácsos	2
3098	Šwierkiewicz Róbert – Budapest	2
3099	Török Péter	1
3100	Marosi Kata	1
3101	Kao Liau Marietta	2
3102	Dr. Christa Steinle	4
3103	Lara Khaldi	3
3104	Jovián György festőművész	2
3105	Roskó Gábor – szaxofon	2
3106	Pettendi Szabó Péter	32
3107	Salló István	1
3108	Barlog Zsuzsanna	2
3109	a kozonseg	4
3110	múvészettörténész	2
3111	J. Šimánek	3
3112	Stefan Tiefengraber	2
3113	Jarosław Kozłowski (Pl)	2
3114	Sánta János Botond	10
3115	Gerő András történész	2
3116	Pa­la­ti­nus Dóra	2
3117	Fan Wu	2
3118	Ara Jerezian	2
3119	Block Csoport (Sebestyén Zoltán | Katona Zoltán | Palkó Tibor | Nayg István | Nagy Árpád Pika)	1
3120	Caterina Lewis	4
3121	Farkas Franciska	2
3122	Kores Eszter	6
3123	F. C. Gundlach	4
3124	Anna-Maija Rissanen (Finland)	2
3125	Peternák Miklós  művészettörténész	2
3126	Kárpáti Tibor	22
3127	Szabo Agnes	1
3128	Bella Matvejeva	2
3129	Nyírfalvi Károly költő	1
3130	Fekete István	2
3131	Seize International	2
3132	Paragi Éva	2
3133	Kärstin Franke-Gneuss	2
3134	Labass Endre	1
3135	hongkongi művészek	4
3136	Ioana Nemes	3
3137	Kelemen Katalin  rabbi	2
3138	előadások	1
3139	Peter Friedl (A) és Mathilde ter Heijne (Nl)	1
3140	médiaművészeti performansz	1
3141	Dr. Barbara Pfeiffer	2
3142	Randomroutines (H)	2
3143	Baranyi Gabriella	2
3144	Molnár Illés	4
3145	Csató Kata	2
3146	Ulrich Wüst	2
3147	Hadházy Gergely	3
3148	Petruska	2
3149	Gala Puyol a Moves és Movement on Screen fesztivál igazgatója (Liverpool)	2
3150	Arkadiusz Ignaszak	7
3151	Mátravölgyi Tímea	2
3152	Magyar Festők Társasága	6
3153	Jakobovits Miklós festőművész	2
3154	Schuth János a VUdAK elnöke	1
3155	Tehnica Schweiz (László Gergely és Rákosi Péter)	6
3156	Szécsényi-Nagy Lóránd	3
3157	Trent Parke	2
3158	Si-La-Gi	11
3159	Móricz-Sabján Simon	9
3160	Sándor Miklós	1
3161	Szőke Annamária (Elte Művészettörténeti Intézet)	1
3162	Ferenczy Béni	16
3163	Fritz Rautner	1
3164	Kernács Gabriella	5
3165	Einspach Gábor	6
3166	Balkon / Cluj	2
3167	Mladen Stilinović	6
3168	Andri Ksenofontov építész	4
3169	Mészáros Bori	7
3170	Másik János zenész	2
3171	Kocsis József	2
3172	Karafiáth Orsolya költő  újságíró	2
3173	Gonda Tibor alpolgármester úr	1
3174	Kárpáthegyi István	2
3175	Heidi Greb	1
3176	Radnóti Blanka	2
3177	Virágh András	2
3178	Apu	2
3179	Szabadi Judit	3
3180	Dóczé Péter	2
3181	Svätopluk Mikyta	8
3182	László Zsuzsa	34
3183	Holló Barna	1
3184	Steiner Kristóf a Viva Tv műsorvezetője	1
3185	Sinisa Labrovic	2
3186	Takáts Péter	2
3187	Sikota Krisztina önkormányzati képviselő	2
3188	Niran Judit	3
3189	Gozsdu Antik Market	2
3190	Tania Mouraud	2
3191	Sóki Tamás	2
3192	Lesi Zoltán	4
3193	Vörös Anna	8
3194	Lengyel	1
3195	Vágó Magda festőművész	1
3196	Weiner Sennyey Tibor	3
3197	Fillenz István	4
3198	Gretel Zoraya Matías - konzul	1
3199	Bada Márta	2
3200	Andrej Hlobisztyin	2
3201	Pásztor Béla	2
3202	Bächer Iván	7
3203	Stefanovics Angéla	1
3204	Adrjian Kavardic	2
3205	Szentendrei Teátrum 50	1
3206	Szász György szobrászművész	5
3207	Zagyvai Sári	12
3208	Pálinkás Tamás (Ihm	2
3209	szobrás	4
3210	Tóth-Fejel Ágnes	2
3211	borgó + john france (united kingdom)	1
3212	Pasi Pöysäri	2
3213	Wu Chi-Tsung	2
3214	Csató Máté képzőművész / visual artist	2
3215	Ladányi-Tóth Miklós	5
3216	Nicolas Roeg	5
3217	Gönczöl Katalin egyetemi tanár	2
3218	Heinecke Uta	4
3219	The Pastors	1
3220	Juhász Dorka	2
3221	Lévai Zoltán	1
3222	Kristoffer Grip	2
3223	Mariusz Kosiba	2
3224	Révi Norbert	22
3225	Makáryné Fodor Éva	2
3226	Kardos Horváth János (Kaukázus Zenekar)	2
3227	Kiss Gábor	2
3228	Amy Bryzgel	1
3229	Fehér Adrienn	2
3230	Angyalosi Gergely	3
3231	Takács Péter	2
3232	Matt Moffett	2
3233	Almer Zsuzsanna	2
3234	Tamási Zoltán Goly	2
3235	Kudász Gábor Arion fotóművész	2
3236	Yevgeniy Fiks	4
3237	Bajgal Dölgön	6
3238	Tomasz Piars (Poland)	2
3239	Muladi Brigitta  a kiállítás kurátora	2
3240	Magyar Szobrász Társaság	5
3241	Bojan Gorenec	1
3242	Nagy B. István festőművész	2
3243	Szarka Klára fotótörténész	1
3244	Baladrán	3
3245	Néray Katalin	21
3246	Daniel Sigloch	1
3247	Annemie Augustijns	2
3248	Erlend H. Leirdal	2
3249	Csabai Enikő	2
3250	Mattisch-Teutsch János	2
3251	Huiber Anikó	2
3252	28 Ede	1
3253	Kiállítás és könyvbemutató	2
3254	Perdy-Fazakas Brigitte	2
3255	Hangyel Orsolya (RadaR)	10
3256	Szörényi Beatrix	67
3257	Csontó Lajos-Gábor Imre	1
3258	Sipos Balázs	2
3259	Sebestyén Zoltán Mucius	9
3260	Mosonyi Tamás	1
3261	Françoise Gilot	32
3262	Changing Grey	2
3263	Petrovics István	2
3264	Faa Balázs képzőművész	3
3265	Feles Dániel	2
3266	Gelencsér Gábor filmesztéta	2
3267	Előadó: Sípos János	2
3268	muzeológus-kurátor	2
3269	Tillmann A. H. és Tillmann J. A.	2
3270	Horváth-Kertész Balázs Byron	2
3271	Tóth Zsolt	1
3272	Alexandra Haeseker	4
3273	Cebula Anna művészettörténész	4
3274	Magyarósi Éva (Hu)	2
3275	Baksai	1
3276	Kmkk	1
3277	Guillaume Piens	4
3278	Gelencsér Rothman Éva művészettörténész	1
3279	Budapesten élő kurd aktivista	2
3280	Glenn Brown	2
3281	Balogh István Vilmos	4
3282	Michael Szedlak (Ch)	2
3283	Keresztes Zsófia (H)	2
3284	Nagy Gergő	19
3285	Ludwig pályázati kiállítás	2
3286	Becs)	2
3287	Florian Pugnaire (Fr)	3
3288	Erdély Dániel	12
3289	Bizzer István - művészettörténész	2
3290	Société Realiste	4
3291	Beke Veronika	2
3292	Kardos Ferenc	2
3293	Maharita Szabrina	3
3294	Az I. CarpArt Nemzetközi Alkotótábor művészei	2
3295	Kontsek Ildikó művészettörténész	2
3296	Damó István	9
3297	P. Szabó Ernő művészettörténész	26
3298	Micha³ Brezinski és Magyarósi Éva	2
3299	Mandel Róbert	2
3300	Daniel Watson	2
3301	Martin Brand	5
3302	Bognár Krisztina	3
3303	Brenner György	2
3304	Dés Marci	2
3305	Sólymos Sándor dr. habil	1
3306	megnyitó performansz	1
3307	Szabó Amanda	4
3308	Vera Chytilová: Egy faun megkésett délutánja	1
3309	Drozdik Orsi	1
3310	tranzit. hu+ szervezoi csoport (Balazs Anna	2
3311	Nucleopontoq	2
3312	Michal Moravèik (Sk)	3
3313	Barate Ágnes	2
3314	Juraj Toman	4
3315	Meczner Zoltán	2
3316	drámapedagógus)	2
3317	Dr.Aleksander Bassin a Mestna Galerija Ljubljana igazgatója	1
3318	Sébastien Maloberti	2
3319	Fehér Dániel festményei	2
3320	Indigo	2
3321	Khoór Lilla/Anna Artaker	2
3322	Gyurina Zsuzsanna	1
3323	Juhász Balázs	20
3324	Barbara Caspar	4
3325	Berényi Marianna	2
3326	Szalóky Károly	4
3327	Kiss Melinda	2
3328	Marcin Polak	2
3329	A Magyar Képzőművészeti Egyetem végzős hallgatói	1
3330	Lóska Lajos	58
3331	Potzner Ferenc	2
3332	bevezető: performansz	3
3333	Lenzsér-Mezei Kata	2
3334	Fórizs Rita	2
3335	HuFi Klubi	2
3336	Csányi Viktor	4
3337	Havasréti József (író	1
3338	Amrita művészeti csoport	1
3339	Hatala Péter canvas	2
3340	Karvalics Viktória	2
3341	Tarek Arabi	1
3342	Vass Richárd	1
3343	Takács Anikó	2
3344	Orbán Dezső	2
3345	Tar Sándor	2
3346	Lix Peter	1
3347	Vető János	26
3348	Nagy Mózes klarinétművész	2
3349	Hjort Guttu	1
3350	Lakatos Menyhért író	1
3351	Kleinheincz Magdolna	4
3352	Kádár Emese	4
3353	Mercs János	2
3354	Zenita Hill	2
3355	Iski Kocsit Tibor	2
3356	Nj.) el&otilde;adása	2
3357	Kátay Zoltán	2
3358	• Dukay Barnabás	1
3359	Telegdi Félix	2
3360	Sebestyén Ágnes művészettörténész hallgató	2
3361	Maxime Asiau	1
3362	Bak Imre	137
3363	Haramza László	2
3364	Tihanyi Fanni	2
3365	Nicolas Roeg: Vándorrege	1
3366	az igazgatótanács tagja	2
3367	K.Kabai Lóránt	1
3368	Ványa Gabriella	4
3369	Konopás Judit Emese	1
3370	V. Nagy Nándor	4
3371	Takashi Muto	1
3372	Salamon János	2
3373	Yuri Ancarani	2
3374	Gábor Sarolta	4
3375	Keresztúri Mária (költő)	2
3376	Thomas Splett	2
3377	Maxime Blanpain (Belgium)	2
3378	Paul Almásy	2
3379	Bernadette Corporation	2
3380	Bartha Sándor	31
3381	Gábor Imre	45
3382	Szarvas Márton	20
3383	Maria Lind	2
3384	Nick Crowe	2
3385	Gyürey Vera	2
3386	M. Miltényi Miklós	2
3387	Pál János	2
3388	Radu Belcin (Ro)	2
3389	Nagy András író	2
3390	Jánisi Anna	2
3391	Balázs Eszter	9
3392	Szász	2
3393	Fehér Zsuzsanna	6
3394	Deák-Ébner Lajos	2
3395	Pál Pető János	2
3396	Mészáros Miklós polgármester	2
3397	Martin Blazicek	1
3398	Zsófia Keresztes	2
3399	Zwickl András	2
3400	Loredana Rancatore	2
3401	dr. Szeifert Judit	1
3402	Katarzyna Dziuba	2
3403	X-- Sound by: Alexander Hacke --X	2
3404	Bráda Judit	5
3405	Szűts Miklós festőművész	2
3406	Herendi Porcelánművészeti Múzeum Alapítvány (H)	2
3407	Bijan Moosavi	2
3408	Karol Radziszewski (Pl)	2
3409	Barbora Zentkova	1
3410	Tóth Angelika	13
3411	Telek-Nay Ágnes	9
3412	Verebics	3
3413	Csizmadia Alexa	18
3414	Aatoth franyo	2
3415	Oleg Maszlov	2
3416	a Nemzeti Kulturális Örökség Minisztériumának közigazgatási államtitkára és Grünwalsky Ferenc rendező	2
3417	Barcsay Janő	2
3418	Hegyi Tibor gitár	2
3419	Barabás Márton Dla szakvezető	2
3420	Emilio Vilanova  Spanyol Követség Tanácsosa	2
3421	Christine Lund	2
3422	et al	2
3423	Kárpáthegyi István (Hu)	2
3424	Chris Hales	2
3425	Kim Boulukos	2
3426	Százötven nemzetközi	1
3427	Sabina Sabolović	1
3428	Asa Leanderz	2
3429	Graphit	2
3430	Liza Kovacs (Cnd)	1
3431	Jarek Kubicki	2
3432	Gack László grafikusművész	1
3433	a konferencia előadói	1
3434	Liina Siib	2
3435	Tóth András	2
3436	Bajkó Dá­ni­el	2
3437	Hudra Klára művészettörténész	7
3438	Szuhay Péter etnográfus (Néprajzi Múzeum)	2
3439	A jászberényi Art Camp művészeinek egy-estés kiállítása	2
3440	Baki Péter fotótörténész	1
3441	N.Mészáros Júlia a Győri Városi Múzeum igazgatója	2
3442	Buglya Zsófia	1
3443	Novotny Tihamér művészettörténész	8
3444	Madarassy György Tamás festőművész	2
3445	Edmund Lewandowski	2
3446	Dr. Szeifert Judit	7
3447	Daniel Parnitzke	4
3448	Hermelinde Hergenhahn	1
3449	V. Turner	1
3450	Siflis András	6
3451	Szabó Ottó Robotto	2
3452	Koltay Dorottya Szonja	4
3453	Jose Luis Benavides	2
3454	Cságoly Ferenc építész	3
3455	Hermann Veronika	7
3456	Kiss Gábor – Miskolc Megyei Jogú Város alpolgármestere	2
3457	Tomas Piars	4
3458	Deli Ágnes - Bánföldi Zoltán	1
3459	Gigi Scaria	5
3460	A kiállítást megnyitja a művész maga	2
3461	Marijke van Warmerdam	1
3462	Jónás Petra	2
3463	Kerezsi Györgyi	2
3464	Szabó Kristóf - Kristoflab	1
3465	Onur Senturk (Tr)	2
3466	Váczi Dani	6
3467	Endre Koronczi	4
3468	Hegedűs Fanni	3
3469	Bánki Ákos festőművész	3
3470	Dudás Andrea Júlia	2
3471	Kohán István	2
3472	Müller Rita	2
3473	Gulácsy és Rippl-Rónai festményei	2
3474	skype- kurátor: Nagy Edina	3
3475	Páczelt Andrea	2
3476	Somogyi Márk	4
3477	Szabics Ágnes művészetpedagógus	2
3478	Fekete Vali műkritikus	4
3479	Révész Emese  művészettörténész	1
3480	Heinrich Schorno	6
3481	Szakállas Zsolt	2
3482	Wu Chao	2
3483	Joanna Sokolowska	2
3484	Minyó Szert	11
3485	Juhász Anna művészettörténész	4
3486	Jámbor Éva	2
3487	Bene Zsuzsanna	3
3488	Sinkovits Ede	1
3489	Közreműködik: Závori Andrea színművésznő	2
3490	Anna Ciabach	2
3491	Krzystof Kieslowski	3
3492	Dr. Gellér Katalin művészettörténész	2
3493	Gáspár Szilvi Jazz Band	2
3494	Kertek és Műhelyek	2
3495	Alain Fourgeaux kulturális attasé	2
3496	Szakács Imre festőművész	3
3497	Nataša Ilić	1
3498	Eva Petrič & Laurent Ziegler	2
3499	Menasági Péter	33
3500	Vollmut Krisztián	2
3501	Baies Radu	2
3502	Invisible Playground w/ Reality Research Center	2
3503	Kozák Zsuzsann	2
3504	Dortmund)	2
3505	Zalán Tibor	7
3506	Sebestény Ferenc Dla	2
3507	Valkai Csaba	2
3508	Szegedy-Maszák Zoltán - Langh Róbert &#8	2
3509	Bukovácz Lajos festőművész	2
3510	a Magyar Szociológiai Társaság elnöke	2
3511	Csatlós Judit kurátor	2
3512	Bálványos Huba	2
3513	Harcsa Béla filmrendező	2
3514	Mishka Henner	2
3515	Bátori Zsolt - Budapesti Metropolitan Egyetem	2
3516	Darvas Angéla	6
3517	Kóti Katalin	1
3518	Margareta Kern	2
3519	Mirtse Zsuzsa író	2
3520	Flip Csaba	2
3521	Prof. Dr. Gyulai József	2
3522	Pelcz Benjámin	10
3523	Denis Engel	1
3524	Füredi Tamás	15
3525	Nagy Zsolt színművész	2
3526	Tadej Pogaèar	3
3527	Kallo Angela	2
3528	Thom Kinzel	2
3529	Grőb Attila	2
3530	Károly Eszter	5
3531	"Beszélgetés a ""Fekete-Fehér Kongó"" kiállítás kapcsán"	2
3532	Bogyay Katalin- Magyarország Unesco nagykövete	2
3533	Muntean / Rosenblum	2
3534	Tarczali Andrea	9
3535	Marina Gr¾iniæ	3
3536	Agnes Denes	2
3537	Ágoston Béla	6
3538	Wellisch-Tehel Judit	2
3539	Susanne Gottberg	2
3540	Jancsikity József	4
3541	Hera Judit	2
3542	Kocsis Eszter	2
3543	Implausible Works kollektíva	2
3544	Slaven Tolj	5
3545	Zsombori Katona Éva	3
3546	a Lengyel Intézet volt igazgatója (1997-2001)	2
3547	Dr Csányi Vilmos	1
3548	Adrian Kolerski	1
3549	Szaszák György	6
3550	Verebics Ági	20
3551	Várnagy Tibor	81
3552	Veres Bálint	8
3553	Ivan Zupanc	2
3554	Zsigmond Dezső	2
3555	Csorba Dóra	2
3556	Pia Pollmanns	2
3557	Kányádi Sándor	2
3558	Moldván Zsolt	1
3559	Jusuf Hadžifejzović	2
3560	Szabó Menyhért	16
3561	Simon Ádám	1
3562	KsPál Szabolcs	5
3563	Bársony István építész	4
3564	Süveges Imre	2
3565	Paul Klee	1
3566	Jánosi Kata	10
3567	Patent Egyesület	2
3568	Vang Csien-vej (Wang Jianwei)	2
3569	Balogh Endre	2
3570	Tétényi Gabriella és Glócz Vendel	2
3571	Margit Lukács	2
3572	Henning Mittendorf	2
3573	Erwin Kessler	2
3574	Bächer Iván újságíró	2
3575	Keresztes Róbert	2
3576	Filp Csaba	17
3577	Olaj	2
3578	Wojciech Kosma	2
3579	Kákóczi András	2
3580	Győrfi András	6
3581	Másik János	4
3582	Jurij Leiderman	2
3583	Látó	2
3584	Szász Anna Lujza szociológus	2
3585	Petneki Áron	3
3586	Romi Avidan	2
3587	Nikola Vukobratović	1
3588	Szilágyi Szilárd	2
3589	Balázs Áron	6
3590	Pilló Ákos	2
3591	Hevesi-Szabó Lujza	2
3592	Csongor Dombovári	2
3593	Lýdia Titlová	2
3594	Hanik Boglárka	1
3595	Jari Silomaki (Fi)	2
3596	Macumoto Kazuo Japán nagykövete	1
3597	Collab	3
3598	Henri Cartier-Bresson	7
3599	Szelley Lellé	27
3600	Áfrány Gábor - Tóth Zs. Szabolcs	2
3601	Maruša Zorec	2
3602	Barát Erzsébet	1
3603	Tárlatvezetés: 9 Műteremből	2
3604	Grászli Bernadett  Városi Művészeti Múzeum	2
3605	Besenyei Zsuzsanna	4
3606	Andrea Rox Rossi	2
3607	Harry van de Boosport	2
3608	Válogatás	2
3609	Krizbai Alex	4
3610	Jeon Sihyun	2
3611	Srdjan Živulović	2
3612	minden művész	2
3613	Utcai Dávid	6
3614	Váczi Lilla Éva	6
3615	Domián	2
3616	Tulipán Zsuzsanna	4
3617	Etienne Beöthy	1
3618	Ryuten Paul Rosenblum	2
3619	Aktus	2
3620	Bogdán Mária	2
3621	Wilfried Dsainbayonne	1
3622	Hámori Anett	18
3623	Farkas Antal Jama	2
3624	Szőcs Géza  kultúráért felelős államtitkár (Nefmi)	2
3625	Cédric Morisset	2
3626	Subversive Film	3
3627	Mórocz István	4
3628	Kabai Lóránt	8
3629	Koroknai Zsolt - Sőrés Zsolt: performance	2
3630	Árki Tibi és barátai	2
3631	Bakács Tibor Settenkedő	8
3632	Rácz Aladár	2
3633	Aleksi Ahtola (Finland)	2
3634	Král Balázs	4
3635	Jerger Krisztina	51
3636	Müllner Péter	3
3637	Gyuris Róbert	5
3638	Soltis Miklós	2
3639	Lippai Árpád	2
3640	Rick Griffin	1
3641	Konstantin Akinsha	2
3642	Gálik Györgyi	2
3643	Gerőcs Péter író	2
3644	Aneta Grzeszykowska	1
3645	Jokesz Antal fotográfus	3
3646	Beck Zoli	1
3647	Rajk László/ Design	2
3648	Szalai András építészettörténész	2
3649	Robert rbásek	2
3650	Bucsi Árpád	18
3651	Hollander Judit tolmács	2
3652	Julie Chovin	2
3653	Jurry Zieliński (Pl)	2
3654	Peter Watkins	2
3655	Umelec Magazin	2
3656	Casabere James	2
3657	Martin Augustín	2
3658	Hopp Ferenc Kelet-Ázsiai Művészeti Múzeum	1
3659	Széll Tamás	2
3660	Eva Schlegel	9
3661	Pia Jardí	1
3662	Nicolas Bourriaud	2
3663	Budapest Art Expo Alapítvány	2
3664	Umeda Tetsuya	2
3665	Kútvölgyi- Szabó Áron	2
3666	Robert Pravda	4
3667	Mikita Gábor színháztörténész	2
3668	Fodor Tünde	2
3669	Pozsár Péter	7
3670	Jaromír Plí¹ek cseh nagykövet	2
3671	Milica Tomic (Belgrad)	2
3672	Deák Csillag művészeti író	2
3673	Bkf	2
3674	Manfred Wolff-Plottegg	4
3675	Ferenczi János	4
3676	Ágnes	1
3677	Mariam Petroszjan	2
3678	A  Tolcsvai Land Art Művésztelep Kiállítása	2
3679	Turányi Gábor építész	1
3680	Gesztelyi Nagy Zsuzsa	22
3681	Peter Varnai	2
3682	Szőcs Géza költő	2
3683	Pokorny Attila	12
3684	Vidák zsolt	2
3685	Martincsák Kata	2
3686	Dobó Kriszta	2
3687	Szabó Attila (Hun)	2
3688	dr. Baán László	2
3689	A Nyílt Társadalom Archívuma	2
3690	Walter Benjamin	2
3691	Molnár Szabolcs zenetörténész	2
3692	Nagy Csilla (Sk)	2
3693	Juraj Sasák	2
3694	Fehér István	1
3695	Földes Györgyi	2
3696	Fokus GRUPAg	2
3697	Vikár P. István	1
3698	Sinikka Hurskainen	4
3699	Torma Éva	9
3700	Dubóczky Gergely	2
3701	Eva	3
3702	Somogyi Pál	4
3703	-Katkó Tamás	2
3704	Volz / Haude video	1
3705	Nárai Szilvia	4
3706	Barbara Gindlova	4
3707	Mittich Bogi	2
3708	Gergye Zoltán	2
3709	Serge Bloch Rajzai és Frédéric Boyer szövege alapján megelevenednek az Ószövetség történetei	1
3710	Gödrös Frigyes	2
3711	Major Balázs	2
3712	Gallai Judit Ágnes	6
3713	Ivan Bianchi	2
3714	Inkeri Toikka	1
3715	Szűcs Marcell	2
3716	a bécsi Modern Művészeti Múzeum igazgatója	2
3717	Anna Ondru¹eková	4
3718	Kipp Eva /Nl	2
3719	Szakolczay Lajos József Attila-díjas irodalom- és művészetkritikus	2
3720	tudományos tanácsadó: Fehérvári Zoltán	2
3721	Prof.dr. Peter Baum	2
3722	Fekete Noémi	1
3723	Hudra Klára m&#251;vészettörténész	2
3724	Iván Csudai	2
3725	meglepetés-akcióval a projektben résztvevők	2
3726	A művész	2
3727	Zofia Łuczko	4
3728	Jang Csien (Yang Qian)	2
3729	Molnár Judit Lilla	47
3730	Zólyomi Zsolt	2
3731	A. Gergely András antropológus	2
3732	Hajdú Balázs humorista  Showder Club	2
3733	Vasas Erika	2
3734	Kálnay Adél	2
3735	Kim Jiyeong	4
3736	Rácmolnár Sándor és John D. Antone	2
3737	Cséfai Györgyi	2
3738	Christian Mayer	1
3739	Szabó Barnabás fotóriporter	2
3740	Jakucs János	4
3741	Vjera Borozan	4
3742	Dóró Sándor	15
3743	Sebők Zoltán esszéíró	2
3744	David Weiss	2
3745	Cseh Lili	31
3746	Álmássy otilia	2
3747	Horváth Árpád	2
3748	Kincses Gyula	2
3749	Császár Péter	4
3750	Mirna Pokorić (Hr)	2
3751	A Mke másod harmad és negyedéves hallgatói	1
3752	Nico Forero	2
3753	Kende Tamás	5
3754	Barna Orsolya & Pálinkás Bence György	2
3755	Patak Márta író	4
3756	D. Udvary Ildikó	3
3757	32. Magyar Sajtófotó pályázat	6
3758	Simó György	5
3759	Dismay	2
3760	A mélység felszínén	2
3761	Kő Ferenc	3
3762	Személyes tárlatvezetés	2
3763	Marsha Kinder	5
3764	HarasztŸ István	1
3765	Boldogh Dezső	2
3766	Második beszélgetés	1
3767	Bódis Krisztián	2
3768	Gutai Mátyással Balázs Mihály építész beszélget	2
3769	Előd Ágnes (H)	1
3770	Koszorú Lajos építész	4
3771	Ceija Stojka	2
3772	Matej Kaminský (SKVladimir Miladinović (Srb))	2
3773	Spengler Katalin	20
3774	Default Production	2
3775	Xviii. Art Camp Művészeti Szimpózium	2
3776	Kozma István	2
3777	Szűts Zsuzsa	2
3778	Grela Aleksandra	4
3779	Kicsiny Balázs képzőművész	3
3780	Vasvári Csaba	2
3781	Sárosi Bálint	2
3782	Mihálka György	1
3783	Maria Franecka	4
3784	Wechter Ákos festőművész	2
3785	Nemzetközi zenetársaság	2
3786	Szabó Gyula (1907-1972)	2
3787	gitár	2
3788	Lukáš Houdek (Cz)	2
3789	Székely Jan	4
3790	Alexandr Kalachev	2
3791	Bicikli- és gyalog-koncert (versenymì)	1
3792	Sugár János képzőművész	9
3793	Sonja Braas	2
3794	Tomáš Vaněk	2
3795	Fuggerth J. Ferenc	2
3796	Becker Judit	2
3797	Szepesi Anna	2
3798	Horváth Kornél	2
3799	Domokos Berta	4
3800	Ami Barak kurátor	2
